PROCESO;CÓDIGO;TITULO DOCUMENTO;TIPO;VERSIÓN;ESTADO;FECHA DE APROBACION;ÁREAS;MOTIVO DEL CAMBIO;TIEMPO DE RETENCIÓN;RESPONSABLE DE RETENCIÓN;LUGAR DE ALMACENAMIENTO FÍSICO;LUGAR DE ALMACENAMIENTO MAGNÉTICO;CONSERVACIÓN;DISPOSICIÓN FINAL;COPIAS CONTROLADAS; FECHA DE VIGENCIA;DIAS;SEÑAL ALERTA;OBSOLETO;ANULADO;EN ACTUALIZACIÓN
 LAVANDERIA;LAV-I011;ENFUNDADO DE ALMOHADAS B/C y Y/C ;I;4;OBSOLETO;2022-06-28;LAUNDRY;;;;;;;;2;2024-08-12;764; ;X;;
 LAVANDERIA;LAV-I012;ARMADO DE KITS YC DE AVIANCA;I;7;DESACTUALIZADO;2022-06-29;LAUNDRY;;;;;;;;2;2024-08-12;763;alerta;;;
 LAVANDERIA;LAV-I013;ALISTAMIENTO Y OPERACIÓN DE LA PRENSA DE PLANCHADO;I;6;DESACTUALIZADO;2022-06-30;LAUNDRY;;;;;;;;2;2024-08-12;762;alerta;;;
 LAVANDERIA;LAV-I014;ARMADO DE KITS BCS AVIANCA;I;6;OBSOLETO;2022-07-01;LAUNDRY;;;;;;;;;2024-08-12;761; ;x;;
 LAVANDERIA;LAV-I015;DOBLADO COBIJAS BC DE IBERIA;I;7;DESACTUALIZADO;2022-07-02;LAUNDRY;;;;;;;;2;2024-08-12;760;alerta;;;
 LAVANDERIA;LAV-I016;ARMADO DE KITS YC LATAM;I;6;DESACTUALIZADO;2022-07-03;LAUNDRY;;;;;;;;2;2024-08-12;759;alerta;;;
 LAVANDERIA;LAV-I017;ARMADO DE KITS AEROMEXICO;I;3;DESACTUALIZADO;2022-07-04;LAUNDRY;;;;;;;;2;2024-08-12;758;alerta;;;
 LAVANDERIA;LAV-I018;EMPAQUE DE COBIJAS DE AEROLINEAS ARGENTINAS;I;5;DESACTUALIZADO;2022-07-05;LAUNDRY;;;;;;;;2;2024-08-12;757;alerta;;;
 LAVANDERIA;LAV-I019;MANEJO DE CARROS  PARA COBIJAS  CARGUE -  DESCARGUE Y TRANSPORTE  ;I;6;DESACTUALIZADO;2022-07-06;LAUNDRY;;;;;;;;1;2024-08-12;756;alerta;;;
LAVANDERIA;LAV-I020;ARMADO KIT BC Y YC;I;1;OBSOLETO;2022-07-07;LAUNDRY;;;;;;;;1;2024-08-12;755; ;X;;
LAVANDERIA;LAV-I021;MANEJO DE MAQUINAS LAVADORAS Y SECADORAS;I;4;DESACTUALIZADO;2022-07-08;LAUNDRY;;;;;;;;;2024-08-12;754;alerta;;;
LAVANDERIA;LAV-I022;DISTRIBUCIÓN DE LA DOTACIÓN EN LOS CASILLEROS;I;6;DESACTUALIZADO;2022-07-09;LAUNDRY;;;;;;;;;2024-08-12;753;alerta;;;
LAVANDERIA;LAV-I023;MANIPULACION DEL RODILLO;I;4;DESACTUALIZADO;2022-07-10;LAUNDRY;;;;;;;;;2024-08-12;752;alerta;;;
LAVANDERIA;LAV-I024;MANIPULACION DE SELLADORA;I;2;DESACTUALIZADO;2022-07-11;LAUNDRY;;;;;;;;;2024-08-12;751;alerta;;;
LAVANDERIA;LAV-I025;ARMADO DE KITS YC IBERIA;I;3;DESACTUALIZADO;2022-07-12;LAUNDRY;;;;;;;;;2024-08-12;750;alerta;;;
LAVANDERIA;LAV-I026;ARMADO DE KITS BC LATAM;I;4;DESACTUALIZADO;2022-07-13;LAUNDRY;;;;;;;;;2024-08-12;749;alerta;;;
LAVANDERIA;LAV-I027;CLASIFICACIÓN Y ENTREGA DE DOTACIÓN SUCIA A LAVANDERÍA;I;7;OBSOLETO;2022-07-14;LAUNDRY;;;;;;;;;2024-08-12;748; ;x;;
LAVANDERIA;LAV-I028;PLANCHADO Y DOBLADO DE DOTACIÓN SALAS (Camisas);I;1;OBSOLETO;2022-07-15;LAUNDRY;;;;;;;;;2024-08-12;747; ;x;;
LAVANDERIA;LAV-I029;PLANCHADO Y DOBLADO DE DOTACIÓN SALAS (Falda);I;1;OBSOLETO;2022-07-16;LAUNDRY;;;;;;;;;2024-08-12;746; ;x;;
LAVANDERIA;LAV-I030;PLANCHADO Y DOBLADO DE DOTACIÓN SALAS (Pantalón);I;1;OBSOLETO;2022-07-17;LAUNDRY;;;;;;;;;2024-08-12;745; ;x;;
LAVANDERIA;LAV-I031;EMPAQUE Y ENTREGA DOTACIÓN DE SALAS VIP;I;1;OBSOLETO;2022-07-18;LAUNDRY;;;;;;;;;2024-08-12;744; ;x;;
LAVANDERIA;LAV-I032;HIGIENIZACIÓN Y DOBLADO DE TRAJES DE BIOSEGURIDAD;I;2;OBSOLETO;2022-07-19;LAUNDRY;;;;;;;;;2024-08-12;743; ;x;;
LAVANDERIA;LAV-I033;PROCESO DESINFECCIÓN DE ALMOHADAS;I;3;DESACTUALIZADO;2022-07-20;LAUNDRY;;;;;;;;;2024-08-12;742;alerta;;;
LAVANDERIA;LAV-I034;PROCESO DE HIGIENIZACION DE GUANTES  DE LATAM;I;2;DESACTUALIZADO;2022-07-21;LAUNDRY;;;;;;;;;2024-08-12;741;alerta;;;
 LAVANDERIA;LAV-L001;MAPA DEL ÁREA DE LAVANDERÍA;L;14;DESACTUALIZADO;2022-07-22;LAUNDRY;;;;;;;;;2024-08-12;740;alerta;;;
 LAVANDERIA;LAV-L002;MAPA DE CLASIFICACIÓN Y LAVADO DE ELEMENTOS;L;14;DESACTUALIZADO;2022-07-23;LAUNDRY;;;;;;;;2;2024-08-12;739;alerta;;;
 LAVANDERIA;LAV-L007;MAPA DE SECADO, PLANCHADO Y ALISTAMIENTO DE MANTELERÍA;L;13;DESACTUALIZADO;2022-07-24;LAUNDRY;;;;;;;;2;2024-08-12;738;alerta;;;
 LAVANDERIA;LAV-L011;LAYOUT ARMADO DE KIT;L;10;DESACTUALIZADO;2022-07-25;LAUNDRY;;;;;;;;2;2024-08-12;737;alerta;;;
 LAVANDERIA;LAV-L016;LAYOUT EQUIPO DE COMPUTO DEL AREA DE LAVANDERIA;L;4;DESACTUALIZADO;2022-07-26;LAUNDRY;;;;;;;;2;2024-08-12;736;alerta;;;
 LAVANDERIA;LAV-L017;MAPA ÁREA DE ROPERÍA;L;7;DESACTUALIZADO;2022-07-27;LAUNDRY;;;;;;;;;2024-08-12;735;alerta;;;
 LAVANDERIA;LAV-L018;LAYOUT ESTACIÓN CLASIFICACIÓN DE ELEMENTOS;L;3;DESACTUALIZADO;2022-07-28;LAUNDRY;;;;;;;;;2024-08-12;734;alerta;;;
 LAVANDERIA;LAV-L019;LAYOUT ESTACIÓN ARMADO DE KITS;L;2;DESACTUALIZADO;2022-07-29;LAUNDRY;;;;;;;;;2024-08-12;733;alerta;;;
 LAVANDERIA;LAV-L020;LAYOUT ESTACIÓN MANTELERÍA;L;2;DESACTUALIZADO;2022-07-30;LAUNDRY;;;;;;;;;2024-08-12;732;alerta;;;
 LAVANDERIA;LAV-MCV-001;LAUNDRY;MCV;3;DESACTUALIZADO;2022-07-31;LAUNDRY;;;;;;;;;2024-08-12;732;alerta;;;
 LAVANDERIA;LAV-MCV-002;ROPERÍA;MCV;3;DESACTUALIZADO;2022-08-01;LAUNDRY;;;;;;;;;2024-08-12;731;alerta;;;
 LAVANDERIA;LAV-P001;HIGIENIZACIÓN, ARMADO DE COBIJAS Y ALISTAMIENTO DE FUNDAS;P;6;DESACTUALIZADO;2022-08-02;LAUNDRY;;;;;;;;1;2024-08-12;730;alerta;;;
 LAVANDERIA;LAV-P002;HIGIENIZACIÓN, ALISTAMIENTO Y ENTREGA DE MANTELERÍA;P;6;DESACTUALIZADO;2022-08-03;LAUNDRY;;;;;;;;1;2024-08-12;729;alerta;;;
 LAVANDERIA;LAV-P003;HIGIENIZACIÓN DE DOTACIÓN;P;3;DESACTUALIZADO;2022-08-04;LAUNDRY;;;;;;;;;2024-08-12;728;alerta;;;
 LAVANDERIA;LAV-P004;ENTREGA Y RECIBO DE ELEMENTOS A LAVANDERIA OUTSORCING;P;2;OBSOLETO;2022-08-05;LAUNDRY;;;;;;;;1;2024-08-12;727; ;x;;
 LAVANDERIA;LAV-P005;CLASIFICACIÓN Y MANEJO DE LA DOTACIÓN ;P;6;DESACTUALIZADO;2022-08-06;LAUNDRY;;;;;;;;;2024-08-12;726;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-F003;REPORTE DE COMBUSTIBLE Y ESTADO DEL VEHICULO;F;7;OBSOLETO;2022-08-07;MANTENIMIENTO;;;;;;;;1;2024-08-12;725; ;x;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-F008;ENTREGA DE  VEHICULOS A LOGÍSTICA;F;6;OBSOLETO;2022-08-08;MANTENIMIENTO;;;;;;;;1;2024-08-12;724; ;X;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-F011;REVISIÓN DE VEHÍCULOS POR CONDUCTOR;F;6;OBSOLETO;2022-08-09;MANTENIMIENTO;;;;;;;;1;2024-08-12;723; ;x;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-F012;INDICADOR DE HORAS RECORRIDAS VEHICULOS POR DIA;F;6;DESACTUALIZADO;2022-08-10;MANTENIMIENTO;;;;;;;;;2024-08-12;722;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-F016;PROGRAMACION MANTENIMIENTO VEHICULOS SEMANAL;F;5;DESACTUALIZADO;2022-08-11;MANTENIMIENTO;;;;;;;;1;2024-08-12;721;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-F017;CONTROL LAVADO GENERAL VEHÍCULOS;F;4;DESACTUALIZADO;2022-08-12;MANTENIMIENTO;;;;;;;;;2024-08-12;720;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-F018;MONITOREO DE SISTEMAS DE PARO DE EMERGENCIA;F;3;DESACTUALIZADO;2022-08-13;MANTENIMIENTO;;;;;;;;;2024-08-12;719;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-F019;REPORTE DIARIO FLUIDOS VEHICULARES;F;1;DESACTUALIZADO;2022-08-14;MANTENIMIENTO;;;;;;;;;2024-08-12;718;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-F020;REPORTE DE FLUIDOS VEHICULARES;F;1;DESACTUALIZADO;2022-08-15;MANTENIMIENTO;;;;;;;;;2024-08-12;717;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-I002;MANTENIMIENTO DEL MOTOR, CAMBIO DE ACEITE Y FILTROS;I;5;DESACTUALIZADO;2022-08-16;MANTENIMIENTO;;;;;;;;2;2024-08-12;716;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-I007;MEDICIÓN DE LAS HORAS DE TRABAJO DE LOS VEHICULOS;I;3;DESACTUALIZADO;2022-08-17;MANTENIMIENTO;;;;;;;;2;2024-08-12;715;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-I008;MANTENIMIENTO DEL MOTOR CAMBIO DE ACEITE Y FILTROS;I;1;ANULADO;2022-08-18;MANTENIMIENTO;;;;;;;;2;2024-08-12;714;alerta;;X;
 MANTENIMIENTO DE VEHÍCULOS;MAV-I009;ATENDER INCIDENTES POR DERRAMES QUIMICOS;I;3;DESACTUALIZADO;2022-08-19;MANTENIMIENTO;;;;;;;;3;2024-08-12;713;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-I010;LAVADO Y DESINFECCIÓN DE VEHICULOS GG;I;3;DESACTUALIZADO;2022-08-20;MANTENIMIENTO;;;;;;;;3;2024-08-12;712;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-I011;SEGURIDAD DE VEHÍCULO PARA INTERVENCIÓN DE MANTENIMIENTO;I;1;DESACTUALIZADO;2022-08-21;MANTENIMIENTO;;;;;;;;4;2024-08-12;711;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-P001;INSPECCIÓN VEHICULAR EN CASO DE VARADA;P;2;DESACTUALIZADO;2022-08-22;MANTENIMIENTO;;;;;;;;2;2024-08-12;710;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-P003;INSPECCION Y MANTENIMIENTO DE VEHICULOS ;P;4;DESACTUALIZADO;2022-08-23;MANTENIMIENTO;;;;;;;;1;2024-08-12;709;alerta;;;
 MANTENIMIENTO DE VEHÍCULOS;MAV-P005;MEDICIÓN DE LAS HORAS DE TRABAJO DE LOS VEHÍCULOS;P;1;DESACTUALIZADO;2022-08-24;MANTENIMIENTO;;;;;;;;1;2024-08-12;708;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F001;RONDA VERIFICACIÓN LAVADORAS;F;8;DESACTUALIZADO;2022-08-25;MANTENIMIENTO;;;;;;;;1;2024-08-12;707;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F003;INSPECCIÓN DE EQUIPOS FRÍOS;F;7;DESACTUALIZADO;2022-08-26;MANTENIMIENTO;;;;;;;;1;2024-08-12;706;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F008;MONITOREO DE BASCULAS Y GRAMERAS;F;7;DESACTUALIZADO;2022-08-27;MANTENIMIENTO;;;;;;;;1;2024-08-12;705;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F011;CONTROL PURGA DE CALDERAS ;F;5;DESACTUALIZADO;2022-08-28;MANTENIMIENTO;;;;;;;;1;2024-08-12;704;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F012; CHEQUEO MENSUAL DE  EXTINTORES PLANTA;F;9;DESACTUALIZADO;2022-08-29;MANTENIMIENTO;;;;;;;;;2024-08-12;703;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F017;CONTROL DE REPUESTOS ALMACEN LOCATIVO;F;6;DESACTUALIZADO;2022-08-30;MANTENIMIENTO;;;;;;;;1;2024-08-12;702;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F018;LISTA DE CHEQUEO MONTACARGAS ;F;3;DESACTUALIZADO;2022-08-31;MANTENIMIENTO;;;;;;;;1;2024-08-12;702;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F021;INSPECCION DIARIA DE CALDERAS;F;2;DESACTUALIZADO;2022-09-01;MANTENIMIENTO;;;;;;;;1;2024-08-12;701;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F022;RONDA DE VERIFICACIÓN MÁQUINA DE HIELO;F;2;DESACTUALIZADO;2022-09-02;MANTENIMIENTO;;;;;;;;1;2024-08-12;700;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F023; CHEQUEO MENSUAL DE  EXTINTORES VEHICULAR;F;4;DESACTUALIZADO;2022-09-03;MANTENIMIENTO;;;;;;;;;2024-08-12;699;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F024;LAVADO DE HORNOS RATIONAL;F;2;OBSOLETO;2022-09-04;MANTENIMIENTO;;;;;;;;1;2024-08-12;698; ;X;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F025;RONDA DE VERIFICACION HORNO RATIONAL;F;5;DESACTUALIZADO;2022-09-05;MANTENIMIENTO;;;;;;;;1;2024-08-12;697;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F026;RONDA DE VERIFICACION SELLADORA;F;5;DESACTUALIZADO;2022-09-06;MANTENIMIENTO;;;;;;;;1;2024-08-12;696;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F027;RONDA DE VERIFICACION PLANCHA Y PARRILLA;F;5;DESACTUALIZADO;2022-09-07;MANTENIMIENTO;;;;;;;;1;2024-08-12;695;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F028;RONDA DE VERIFICACION LAMINADORA;F;5;DESACTUALIZADO;2022-09-08;MANTENIMIENTO;;;;;;;;1;2024-08-12;694;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F029;RONDA DE VERIFICACION TAJADORA;F;4;DESACTUALIZADO;2022-09-09;MANTENIMIENTO;;;;;;;;1;2024-08-12;693;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F030;RONDA DE VERIFICACION ESTUFA;F;5;DESACTUALIZADO;2022-09-10;MANTENIMIENTO;;;;;;;;1;2024-08-12;692;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F031;RONDA DE VERIFICACION EULTRACONGELADOR IRINOX;F;5;DESACTUALIZADO;2022-09-11;MANTENIMIENTO;;;;;;;;1;2024-08-12;691;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F032;RONDA DE VERIFICACION BASCULANTE;F;4;DESACTUALIZADO;2022-09-12;MANTENIMIENTO;;;;;;;;1;2024-08-12;690;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F033;RONDA DE VERIFICACION BATIDORA;F;4;DESACTUALIZADO;2022-09-13;MANTENIMIENTO;;;;;;;;1;2024-08-12;689;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F034;RONDA DE VERIFICACION HORNO ARGENTAL;F;4;DESACTUALIZADO;2022-09-14;MANTENIMIENTO;;;;;;;;1;2024-08-12;688;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F035;RONDA DE VERIFICACION MARMAS;F;3;DESACTUALIZADO;2022-09-15;MANTENIMIENTO;;;;;;;;1;2024-08-12;687;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F036;RONDA DE VERIFICACION CUTTER;F;3;DESACTUALIZADO;2022-09-16;MANTENIMIENTO;;;;;;;;1;2024-08-12;686;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F037;RONDA DE VERIFICACION FREIDORA;F;3;DESACTUALIZADO;2022-09-17;MANTENIMIENTO;;;;;;;;1;2024-08-12;685;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F038;RONDA DE VERIFICACION PELAPAPAS;F;3;DESACTUALIZADO;2022-09-18;MANTENIMIENTO;;;;;;;;1;2024-08-12;684;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F039;RONDA DE VERIFICACION HORNO BAXTER;F;3;DESACTUALIZADO;2022-09-19;MANTENIMIENTO;;;;;;;;1;2024-08-12;683;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F040;RONDA DE VERIFICACION CAMARA DE CRECIMIENTO;F;3;DESACTUALIZADO;2022-09-20;MANTENIMIENTO;;;;;;;;1;2024-08-12;682;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F041;RONDA DE VERIFICACION RODILLO;F;2;DESACTUALIZADO;2022-09-21;MANTENIMIENTO;;;;;;;;1;2024-08-12;681;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F042;RONDA DE VERIFICACION PRENSA;F;3;DESACTUALIZADO;2022-09-22;MANTENIMIENTO;;;;;;;;1;2024-08-12;680;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F043;RONDA DE VERIFICACION EMPACADORA DE PAN;F;3;DESACTUALIZADO;2022-09-23;MANTENIMIENTO;;;;;;;;1;2024-08-12;679;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F044;RONDA DE VERIFICACION PLATAFORMA DE ELEVACION;F;3;DESACTUALIZADO;2022-09-24;MANTENIMIENTO;;;;;;;;1;2024-08-12;678;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F045;RONDA DE VERIFICACION MINI DOCK;F;3;DESACTUALIZADO;2022-09-25;MANTENIMIENTO;;;;;;;;1;2024-08-12;677;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F046;PURGA DE CALDERA TURNOS;F;2;DESACTUALIZADO;2022-09-26;MANTENIMIENTO;;;;;;;;1;2024-08-12;676;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F047;RONDA DE VERIFICACIÓN MOJADORA;F;3;DESACTUALIZADO;2022-09-27;MANTENIMIENTO;;;;;;;;1;2024-08-12;675;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F048;FORMATO DISPONIBILIDAD DE EQUIPOS                       ;F;3;DESACTUALIZADO;2022-09-28;MANTENIMIENTO;;;;;;;;1;2024-08-12;674;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F049;RONDA DE VERIFICACIÓN DE SECADORAS;F;3;DESACTUALIZADO;2022-09-29;MANTENIMIENTO;;;;;;;;1;2024-08-12;673;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F050;RONDA DE VERIFICACIÓN MAQUINA DE LAVADO ;F;3;DESACTUALIZADO;2022-09-30;MANTENIMIENTO;;;;;;;;1;2024-08-12;672;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-F051;PERMISO PARA REALIZAR TRABAJOS DE MANTENIMIENTO            ;F;2;DESACTUALIZADO;2022-10-01;MANTENIMIENTO;;;;;;;;1;2024-08-12;671;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F052;INSPECCIÓN DE SISTEMA DE AGUA CALIENTE;F;1;DESACTUALIZADO;2022-10-02;MANTENIMIENTO;;;;;;;;1;2024-08-12;670;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F053;INSPECCIÓN DE SISTEMA DE AGUA POTABLE;F;1;DESACTUALIZADO;2022-10-03;MANTENIMIENTO;;;;;;;;1;2024-08-12;669;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F054;RONDA DE VERIFICACIÓN TABLEROS ELÉCTRICOS;F;2;DESACTUALIZADO;2022-10-04;MANTENIMIENTO;;;;;;;;1;2024-08-12;668;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F055;RONDA DE VERIFICACIÓN LAVAVAJILLAS ELECTRICO DE CAMPANA;F;2;DESACTUALIZADO;2022-10-05;MANTENIMIENTO;;;;;;;;;2024-08-12;667;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F056;RONDA DE VERIFICACIÓN SANDUCHERA ESTRIADA DOBLE PARRILLA;F;2;DESACTUALIZADO;2022-10-06;MANTENIMIENTO;;;;;;;;;2024-08-12;666;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F057;RONDA DE VERIFICACIÓN WAFLERA;F;2;DESACTUALIZADO;2022-10-07;MANTENIMIENTO;;;;;;;;;2024-08-12;665;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F058;RONDA DE VERIFICACIÓN CREPERA PROFESIONAL;F;2;DESACTUALIZADO;2022-10-08;MANTENIMIENTO;;;;;;;;;2024-08-12;664;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F059;RONDA DE VERIFICACIÓN LICUADORAS;F;2;DESACTUALIZADO;2022-10-09;MANTENIMIENTO;;;;;;;;;2024-08-12;663;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F060;RONDA DE VERIFICACIÓN ESTUFA DE INDUCCION;F;2;DESACTUALIZADO;2022-10-10;MANTENIMIENTO;;;;;;;;;2024-08-12;662;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F061;RONDA DE VERIFICACIÓN HORNO DE CONVECCION ELECTRICO;F;2;DESACTUALIZADO;2022-10-11;MANTENIMIENTO;;;;;;;;;2024-08-12;661;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F062;RONDA DE VERIFICACIÓN MAQUINA DE HIELO DE CUBO;F;2;DESACTUALIZADO;2022-10-12;MANTENIMIENTO;;;;;;;;;2024-08-12;660;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F063;RONDA DE VERIFICACIÓN PLACA FRIA EXPOSITORA;F;2;DESACTUALIZADO;2022-10-13;MANTENIMIENTO;;;;;;;;;2024-08-12;659;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F064;;;;;2022-10-14;;;;;;;;;;2024-08-12;658;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-F065;CÁLCULO HOJA DE TRABAJO OEE;F;1;DESACTUALIZADO;2022-10-15;MANTENIMIENTO;;;;;;;;13/jun/2019;2024-08-12;657;alerta;;;
MANTENIMIENTO DE EQUIPOS;MEQ-I001;MANTENIMIENTO DE EQUIPOS DE REFRIGERACIÓN;I;1;OBSOLETO;2022-10-16;MANTENIMIENTO;;;;;;;;1;2024-08-12;656; ;X;;
MANTENIMIENTO DE EQUIPOS;MEQ-I002;MANEJO DE GRAMERAS;I;1;OBSOLETO;2022-10-17;MANTENIMIENTO;;;;;;;;1;2024-08-12;655; ;X;;
 MANTENIMIENTO DE EQUIPOS;MEQ-I020;VERIFICACIÓN DE BÁSCULAS Y GRAMERAS;I;3;DESACTUALIZADO;2022-10-18;MANTENIMIENTO;;;;;;;;2;2024-08-12;654;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-I024;MANEJO DE GRAMERAS;I;2;DESACTUALIZADO;2022-10-19;MANTENIMIENTO;;;;;;;;1;2024-08-12;653;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-I025;PUESTA EN MARCHA DE  CALDERAS;I;4;DESACTUALIZADO;2022-10-20;MANTENIMIENTO;;;;;;;;1;2024-08-12;652;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-I026;LAVADO DE HORNOS RATIONAL;I;3;DESACTUALIZADO;2022-10-21;MANTENIMIENTO;;;;;;;;2;2024-08-12;651;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-I027;INSPECCION DE EXTINTORES PLANTA Y VEHICULAR;I;2;DESACTUALIZADO;2022-10-22;MANTENIMIENTO;;;;;;;;;2024-08-12;650;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-I028;MANTENIMIENTO DE DIFUSORES CUARTOS FRÍOS;I;4;DESACTUALIZADO;2022-10-23;MANTENIMIENTO;;;;;;;;;2024-08-12;649;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-I029;HIGIENIZACIÓN DE GRAMERAS;I;2;DESACTUALIZADO;2022-10-24;MANTENIMIENTO;;;;;;;;;2024-08-12;648;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-P001;INSPECCIÓN Y MANTENIMIENTO DE EQUIPOS CRITICOS;P;1;DESACTUALIZADO;2022-10-25;MANTENIMIENTO;;;;;;;;1;2024-08-12;647;alerta;;;
 MANTENIMIENTO DE EQUIPOS;MEQ-P002;INSPECCION Y MANTENIMIENTO DE EQUIPOS;P;2;DESACTUALIZADO;2022-10-26;MANTENIMIENTO;;;;;;;;;2024-08-12;646;alerta;;;X
 MANTENIMIENTO DE EQUIPOS;MEQ-P003;VERIFICACIÓN DE GRAMERAS Y BÁSCULAS;P;4;DESACTUALIZADO;2022-10-27;MANTENIMIENTO;;;;;;;;;2024-08-12;645;alerta;;;
 MERCADEO;MER-P001;REALIZAR EVENTOS PARA PRODUCTOS O SERVICIOS;P;1;OBSOLETO;2022-10-28;KEY ACCOUNT;;;;;;;;;2024-08-12;644; ;x;;
 MONTAJES Y ARMADO;MOA-F004;ENTREGA Y RECIBO DE ESTANTERIA DE LICORES;F;1;OBSOLETO;2022-10-29;PICK & PACK;;;;;;;;1;2024-08-12;643; ;x;;
 MONTAJES Y ARMADO;MOA-F005;CONTROL HIGIENIZACIÓN DE AUDÍFONOS;F;4;OBSOLETO;2022-10-30;PICK & PACK;;;;;;;;1;2024-08-12;642; ;x;;
 MONTAJES Y ARMADO;MOA-F006;ENTREGA DE CONSUMOS PARA VUELOS NACIONALES E INTERNACIONALES A LOGISTICA ;F;1;OBSOLETO;2022-10-31;PICK & PACK;;;;;;;;1;2024-08-12;642; ;x;;
